編號,發布日期,職缺名稱,工作內容摘要,公司名稱,產業描述,最低薪資,最高薪資,學歷要求代碼清單,具體的軟硬體技能要求,目前應徵人數,工作連結
675,20260310,"LLM 應用工程師 (資訊及數學相關科系畢, 保障年薪14個月)","大語言模型應用 具高度興趣與熱情。
-喜歡探索新技術，願意學習並接受挑戰。
-基本程式能力（Python 或其他語言皆可）。",優立迅有限公司,其他電信及通訊相關業,40000,55000,大學,"[{'code': '12001003045', 'description': 'Python'}, {'code': '12001003097', 'description': 'LLM'}]",22,https://www.104.com.tw/job/8uuyx
677,20260309,大數據應用人員(數據應用部),"Data Mart) 規劃與創建經驗，理解 Star Schema/Snowflake Schema 概念。
3.分析程式力：精通 Python 或 R (至少一種)，能執行統計分析、數據清洗及模型開發。
4.專業領域：具備基本統計概念、統計模型。",永豐金證券股份有限公司,證券及期貨業,40000,55000,大學以上,"[{'code': '12001003045', 'description': 'Python'}, {'code': '12001004031', 'description': 'MS SQL'}, {'code': '12001008003', 'description': 'Excel'}, {'code': '12001011012', 'description': 'Power BI\u200b'}]",19,https://www.104.com.tw/job/8vnbx
679,20260204,IOS軟體工程師,/ python,穩態光電科技股份有限公司,其他電子零組件相關業,40000,55000,專科以上,[],7,https://www.104.com.tw/job/8niq0
681,20260309,"Cloud Engineer / Site Reliability Engineer, Virtual Insurance","programming languages such as Bash, Python, or Go. 
· Advanced knowledge of monitoring solutions like Prometheus, Grafana, ELK (",香港商六度科技有限公司,金融控股業,40000,55000,大學以上,"[{'code': '12001003093', 'description': 'Cloud'}]",6,https://www.104.com.tw/job/8sowh
683,20260311,Digital Twins Engineer,"- Proficient in at least one backend or frontend language (e.g., Python, C#, JavaScript/TypeScript).
- Knowledge of 3D",鵬碩系統股份有限公司,數位內容產業,40000,55000,大學以上,[],6,https://www.104.com.tw/job/8uot7
684,20260311,Digital Twins Engineer,"- Proficient in at least one backend or frontend language (e.g., Python, C#, JavaScript/TypeScript).
- Knowledge of 3D",鵬碩系統股份有限公司,數位內容產業,40000,55000,大學以上,[],6,https://www.104.com.tw/job/8uot7
685,20260309,初級選擇權交易員 Junior Options Trader,"Options market making experience
有選擇權造市經驗
3. Python coding skills
熟練掌握Python
4. Solid understanding of the automated trading",RADIANT KNIGHT LIMITED_薩摩亞商耀爵有限公司台灣分公司,電腦軟體服務業,55000,55000,大學以上,[],8,https://www.104.com.tw/job/73b02
686,20260109,【前瞻研究籌獲中心】AI研究員(台北),"料分析、自然語言處理(NLP) 或電腦視覺(CV) 相關經驗者尤佳

專業能力需求：
1. 精通Python 程式語言，並熟悉至少一種主流機器學習/深度學習框架(如 TensorFlow, PyTorch, Scikit-learn)
2. 具備扎",國家資通安全研究院,其他專業／科學及技術業,40000,55000,大學以上,[],7,https://www.104.com.tw/job/8v0up
688,20260309,資料工程師(數據應用部),"Tuning)。

加分項目 (具備以下經驗尤佳)：
1.程式開發：Python、 .NET、 Node.js。
2.大數據/雲端：AWS 服務、Hadoop、Spark、Hive。
3.資料視覺化：Power BI、 Superset。
4.",永豐金證券股份有限公司,證券及期貨業,40000,55000,大學以上,"[{'code': '12001003045', 'description': 'Python'}, {'code': '12001004018', 'description': 'ETL'}, {'code': '12001004031', 'description': 'MS SQL'}, {'code': '12001008003', 'description': 'Excel'}, {'code': '12001011012', 'description': 'Power BI\u200b'}]",18,https://www.104.com.tw/job/8l3p1
689,20260311,【知名日商】資深數據分析師｜機房操作人員｜JAVA 程式開發人員等多項職缺,"分析具有統整運用能力,具有撰寫良好的分析報告能力。
6. 熟悉數據分析程式或工具(Python、R等)，熟Python尤佳。
7. 5年以上Java Web 開發經驗。
8. 使用過Spring MVC 或 JSF等框架開發。
9. 參與過12個人",未來律動有限公司,人力仲介代徵,40000,9999999,大學以上,[],5,https://www.104.com.tw/job/8yfpu
691,20260306,AE產品應用工程師 - Industrial IoT (IAG/ 內湖瑞光)_JR202603026,"概念者佳(C#, Python等)。
5. 具備分析問題、邏輯能力、多工與良好的時間管理。
6. 具備運用AI工具提升效率與解決問題之能力。",Advantech_研華股份有限公司,電腦系統整合服務業,40000,55000,大學以上,[],7,https://www.104.com.tw/job/8z1lj
692,20260310,AI工程師(生成式 AI),"【必要條件】
1. 專業技能與開發經驗
   - 熟練 Python，具備扎實的程式設計基礎與物件導向開發經驗。
   - 熟悉 深度學習框架(PyTorch)，能進行 LLM 訓練與微調（Fine-tuning）。
   - 具備 RAG（",宇知人工智慧股份有限公司,電腦軟體服務業,40000,55000,大學以上,"[{'code': '12001003088', 'description': 'NLP'}, {'code': '12001003045', 'description': 'Python'}, {'code': '12001003086', 'description': 'PyTorch'}, {'code': '12001005023', 'description': 'AWS'}, {'code': '12001003097', 'description': 'LLM'}, {'code': '12001003099', 'description': 'Prompt'}, {'code': '12001006036', 'description': 'ReactJS'}]",19,https://www.104.com.tw/job/8u8nh
693,20260307,SM2425 國外專案業務（日本區）海外プロジェクト営業日本担当,"ONVIF／RESTful／Modbus 任一皆可。
- 資料分析或自動化工具（Excel/SQL/Python/No-Code 皆可）。
- 具國際交流經歷（交換、海外競賽、跨國專題）。

KPI（看得到的成長）
- 銷售額／毛利率／勝率
- 新",建騰創達科技股份有限公司,電腦軟體服務業,45000,65000,專科以上,[],1,https://www.104.com.tw/job/8y7bd
694,20260309,軟體研發工程師｜ R&D Software Engineer,"式語言 Python, JAVA, C/C++, C#, Golang 為佳
2. 對於 Linux 系統操作經驗者為佳
3. 良好的團隊合作與溝通能力",杰倫智能科技股份有限公司,電腦軟體服務業,40000,55000,專科以上,"[{'code': '12001001007', 'description': 'Linux'}, {'code': '12001003009', 'description': 'C#'}, {'code': '12001003010', 'description': 'C++'}, {'code': '12001003025', 'description': 'Java'}, {'code': '12001003045', 'description': 'Python'}, {'code': '12001003080', 'description': 'Go'}, {'code': '12001006017', 'description': 'JavaScript'}]",18,https://www.104.com.tw/job/7gu74
695,20251224,【威脅分析中心】資安情資分析工程師,"熟悉C#, Java, Python尤佳",國家資通安全研究院,其他專業／科學及技術業,40000,55000,大學以上,"[{'code': '12001001007', 'description': 'Linux'}]",2,https://www.104.com.tw/job/8sx1p
697,20260127,統一期貨_【自營】交易員,"意識與數字敏銳度，能嚴格遵守風控規範。

【加分條件】
1.	熟悉套利、造市、波動率模型等交易邏輯。
2.	熟悉海外期貨、選擇權相關策略。
3.	具備基本程式能力（Python / R / VBA / C++ 任一皆可）。
4.	熟悉運用AI工具協",統一期貨股份有限公司,證券及期貨業,40000,55000,大學以上,[],7,https://www.104.com.tw/job/8xv9h
701,20260309,【S】車用軟體測試工程師,"應用測試
2. 依據測試計劃執行測試用例
3. 提交測試過程中發現的問題及發送測試報告
4. 協助開發人員除錯
5. 熟悉Python or API 工具使用

【Key Responsibilities】
1.	Perform in-",富智康國際股份有限公司,消費性電子產品製造業,40000,55000,大學以上,[],3,https://www.104.com.tw/job/7w6g8
702,20260224,【研發部】AI應用工程師,"工作內容包含：
1. 設計並開發基於LLM應用服務來達成業務上需求
2. 空間設計推薦服務開發
3. 後端服務/模型佈署

希望具備能力：
1. Python 程式開發 (後端服務 與 AI Agent)
2. 有使用不同類型資料庫經驗(",真建築科技股份有限公司,網際網路相關業,40000,55000,專科以上,"[{'code': '12001003045', 'description': 'Python'}, {'code': '12001003099', 'description': 'Prompt'}, {'code': '12001003097', 'description': 'LLM'}, {'code': '12001003096', 'description': 'Computer Vision'}]",9,https://www.104.com.tw/job/8h2zd
703,20260305,生醫所-大數據資料工程師(台灣精準醫療計畫)2602-04,"歷畢業，具備良好中文及英文書寫能力。
2. 具資訊、大數據、公衛、生科等相關科系背景。
3. 態度主動積極負責，能團隊合作及樂於知識交流。
4. 有學習熱忱，可因應不同挑戰持續自發學習，提升專業能力。
5. 熟悉SQL、Python、Linux
6",中央研究院_生物醫學科學研究所,其他教育服務業,42775,9999999,大學以上,[],3,https://www.104.com.tw/job/8ypzq
704,20260305,生醫所-大數據資料工程師(台灣精準醫療計畫)2602-04,"歷畢業，具備良好中文及英文書寫能力。
2. 具資訊、大數據、公衛、生科等相關科系背景。
3. 態度主動積極負責，能團隊合作及樂於知識交流。
4. 有學習熱忱，可因應不同挑戰持續自發學習，提升專業能力。
5. 熟悉SQL、Python、Linux
6",中央研究院_生物醫學科學研究所,其他教育服務業,42775,9999999,大學以上,[],3,https://www.104.com.tw/job/8ypzq
705,20260310,IT Project Manager,"latency systems is a plus.
•	Professional certifications (PMP, Scrum Master, PSM/PSPO or equivalent).
•	Advanced SQL/Python/",威旭資訊股份有限公司,電腦軟體服務業,50000,9999999,學歷不均,"[{'code': '12001006045', 'description': 'JIRA'}, {'code': '12001008036', 'description': 'Scrum'}]",5,https://www.104.com.tw/job/8w7o6
709,20260305,工業數據分析師 Industrial Data Analyst (依公司需求海外派駐),"流程及營運系統。了解智慧製造具優先資格
-Lean, 6 Sigma 綠帶或以上具優先資格
-精通英文口說及聽力
-熟悉如Power BI, Tableau, Python, R 等資料分析工具優先
-性格開朗、團隊合作精神
-高工作熱情、能承受工",百威雷科技有限公司,其它軟體及網路相關業,1000000,9999999,大學以上,"[{'code': '12001003045', 'description': 'Python'}, {'code': '12001003078', 'description': 'R'}, {'code': '12001011001', 'description': 'Tableau'}, {'code': '12001011012', 'description': 'Power BI\u200b'}, {'code': '12005001001', 'description': '6 Sigma'}]",12,https://www.104.com.tw/job/7796x
712,20260311,林口-AOI/AI 應用工程師,"題分析。

✪我們也希望您擁有的條件
基本技能：
✓程式開發能力： 具備 C# 程式撰寫經驗，能開發工具軟體或自動化腳本；了解其他如 Python、C++ 等語言尤佳。
✓機器視覺基礎： 理解影像處理原理與演算法，並熟悉 Halcon、",志聖工業股份有限公司,專用生產機械製造修配業,40000,55000,大學以上,"[{'code': '12001003059', 'description': 'Visual Basic'}, {'code': '12001003061', 'description': 'Visual C#'}, {'code': '12005002002', 'description': 'CIM'}]",5,https://www.104.com.tw/job/8s5dr
714,20260306,QA測試工程師,"情況，維護測試文檔
5. 與開發、產品團隊密切協作，快速響應並解決測試過程中的挑戰

    【我們希望您具備的技能】
1. 具備至少1種程式語言或腳本語言開發經驗（如 Java、C#、Python、Shell Script）
2. 具備 2 年以",昕力資訊股份有限公司,電腦軟體服務業,40000,55000,專科以上,"[{'code': '12001003025', 'description': 'Java'}, {'code': '12001003009', 'description': 'C#'}, {'code': '12001001020', 'description': 'Shell'}, {'code': '12001003045', 'description': 'Python'}]",23,https://www.104.com.tw/job/8w0v6
715,20260305,Deep Learning/Machine Learning AI Developer,"application

工作專業:
1. Familiar with Python and openCV
2. Robot experience is a plus.
3. CV experience will be a plus
4. Edge computing",優式機器人股份有限公司,消費性電子產品製造業,40000,55000,大學以上,"[{'code': '12001001007', 'description': 'Linux'}, {'code': '12001002016', 'description': 'Github'}, {'code': '12001003008', 'description': 'C'}, {'code': '12001003010', 'description': 'C++'}, {'code': '12001003045', 'description': 'Python'}, {'code': '12003003049', 'description': 'Robot'}]",18,https://www.104.com.tw/job/6omzw
716,20260311,"【數位驅動】風險數據分析師(數數發中心, DDT)_II00002621","比：70% 以上)
o	作為 AI 產品經理 (PM) 的主要數據支援窗口，負責將其策略需求轉化為實際的數據分析。
o	運用 SQL / Python 進行數據提取、清理、特徵工程支援、模型成效追蹤，以及臨時性的數據分析請求。
2.	數據服務營運與",國泰世華商業銀行股份有限公司,銀行業,40000,55000,學歷不均,[],10,https://www.104.com.tw/job/89ofg
717,20260309,【Innovation Development】技術美術 Technical Artist,"4. Python or any type of script programming.																																																
5. Familiar with one of Maya,",甲尚股份有限公司,多媒體傳播相關業,35000,50000,大學以上,"[{'code': '12002001001', 'description': '3ds Max'}, {'code': '12002001019', 'description': 'MAYA'}, {'code': '12002001037', 'description': 'Unity3D'}, {'code': '12002001039', 'description': 'Blender'}, {'code': '12002001041', 'description': 'Unreal Engine'}]",4,https://www.104.com.tw/job/7gsf9
722,20260209,【前瞻研究籌獲中心】Web Crawling & Data Engineer 爬蟲暨資料工程師(台北/台南),"SLA等等），提供技術文件與交付說明，確保資料可用且可持續更新。

工作經驗：
具資訊相關工作經驗尤佳(無經驗可)

專業能力：
1. 熟悉至少一種爬蟲常用語言（Python / Node.js / Java / Go 等），具備獨立開發能力。
2",國家資通安全研究院,其他專業／科學及技術業,40000,55000,大學以上,[],2,https://www.104.com.tw/job/8rkmf
723,20260309,資深後端工程師 _先進工業電腦視覺解決方案新事業發展部(台北),"2. 開發系統核心，理解微服物架構，能與AI模型串接
3. 理解多線程多進程開發設計與資料交互應用
4. 維護與改善網站與資料庫系統
5. 撰寫系統Unit Test

<技能需求>
1. 熟悉Python, Flask, FastAPI和ORM",台達電子工業股份有限公司 _DELTA ELECTRONICS INC.,其他電子零組件相關業,40000,55000,碩士以上,[],6,https://www.104.com.tw/job/8c731
725,20260304,【2026年研發替代役】Machine Learning and Signal Processing Engineer (機器學習與訊號處理工程師),"programming skills in Python and C/C++.

Way to stand out from the crowd:
-	Experience with image processing and computer vision.
-",鉅怡智慧股份有限公司,電腦軟體服務業,60000,9999999,碩士以上,"[{'code': '12001002016', 'description': 'Github'}, {'code': '12001002018', 'description': 'Git'}, {'code': '12001003008', 'description': 'C'}, {'code': '12001003010', 'description': 'C++'}, {'code': '12001003045', 'description': 'Python'}]",10,https://www.104.com.tw/job/8k3po
727,20260309,【線上面試】韌體研發工程師(台北南港),"啟動 (Secure Boot) 及漏洞修補。 
3. 維護與測試 (Maintenance & QA)
自動化工具編寫：開發產線測試工具或使用 Python 撰寫測試腳本 以提升驗證效率。
文件撰寫：編製韌體規格書 (Spec)、介面定義文件 (",環鴻科技股份有限公司,消費性電子產品製造業,40000,55000,大學以上,[],6,https://www.104.com.tw/job/8xyzi
731,20260305,監測系統助理工程師,"系統規劃及資訊整合有基礎或有興興趣者。
3. 對PLC、SCADA /HMI軟體規劃或程式撰寫有基礎或有興趣者。。
4. 具備C#、Python 或資料庫程式書寫能力者尤佳。
5. 具備 Labview或資料庫應用程式書寫經驗者尤佳。
6. 具備數",盛遠實業有限公司,自動控制相關業,35000,45000,專科以上,"[{'code': '12001008003', 'description': 'Excel'}, {'code': '12001008012', 'description': 'PowerPoint'}, {'code': '12001008016', 'description': 'Word'}, {'code': '12002003001', 'description': 'AutoCAD'}]",6,https://www.104.com.tw/job/8b2mb
734,20260309,【網路通訊軟體研發部】HPC/Edge/IoT Linux軟體研發,Microsoft等全球頂尖公司合作的OpenBMC開源專案，項目涉及Yocto、Python、Modern C++、Cmake、Meson、Ninja等技術。你將深入參與從底層的u-boot、kernel、sysroot到應用層開發和WEB開發。,艾訊股份有限公司,電腦及其週邊設備製造業,40000,55000,大學以上,"[{'code': '12001001007', 'description': 'Linux'}, {'code': '12001003008', 'description': 'C'}, {'code': '12001003010', 'description': 'C++'}, {'code': '12004001002', 'description': 'ARM'}]",6,https://www.104.com.tw/job/7aoe4
738,20260112,【IFCHIC.COM】Laravel 後端工程師,"富有熱忱，主動學習討論、應用新技術

加分條件： 
• 熟悉其他程式語言 如：Python, Node.js等
• 具有電子商務 / 金流開發經驗
• PHPUnit 撰寫測試經驗
• Redis / Docker 使用經驗
• GCP / AWS",健和興端子股份有限公司,其他電子零組件相關業,40000,55000,專科以上,"[{'code': '12001002018', 'description': 'Git'}, {'code': '12001003041', 'description': 'PHP'}, {'code': '12001004032', 'description': 'MySQL'}]",4,https://www.104.com.tw/job/4ctog
739,20260306,AI Engineer,"（Node.js / Python / Java 等）

- 熟悉 RESTful API / Webhook / Microservice 架構

- 具備 AI API 整合經驗  
  （OpenAI / Anthropic /",千陽號旅行社有限公司,旅遊服務業,50000,9999999,學歷不均,[],10,https://www.104.com.tw/job/8z20t
741,20260309,115年度研發替代役-後端與前端工程師,"1. 負責後端或前端程式設計
2. 孰悉 C#、或 Python、或 Java、或IOS swift、或 JavaScript、或PHP
3. 資料庫語法：MSSQL / MySql 經驗佳
4. 熟悉 .NET、或 JAVA、或Node.js",聯華電信股份有限公司,光電產業,40000,55000,碩士以上,[],2,https://www.104.com.tw/job/7hi1x
748,20260309,【Elite100】研發替代役_AE(內湖)_JR202409015,"業。

專業技能：
具備基本的程式語言概念（如 VB.Net、C#、Python 等），或有電腦組裝、網路架設經驗者尤佳。

個人特質：
對客戶服務充滿熱忱，善於溝通。
擁有出色的問題分析與邏輯能力，能夠同時處理多項任務並有效管理時間。
具備流利的",Advantech_研華股份有限公司,電腦系統整合服務業,40000,55000,碩士以上,[],6,https://www.104.com.tw/job/8tvyf
755,20260310,全端工程師,"dijago/python/n8n/Github

全端工程師在現今科技發展越來越快的時代中，扮演著至關重要的角色。他們負責開發、設計及整合前端與後端的技術，並協調團隊達成專案目標。這個職位未來的發展前景非常廣闊，尤其是隨著人工智慧和大數據的發展，應用場",台灣創博識有限公司,電腦軟體服務業,40000,55000,學歷不均,"[{'code': '12001002016', 'description': 'Github'}, {'code': '12001002018', 'description': 'Git'}, {'code': '12001003045', 'description': 'Python'}, {'code': '12001006043', 'description': 'Django'}, {'code': '12001005017', 'description': 'Vmware'}]",19,https://www.104.com.tw/job/8wl7m
757,20260309,軟體工程師Software Design Engineer,"•  良好的團隊合作精神

加分條件
        •  Python
        •  數學/統計學背景
        •  有即時或低延遲系統架構
        •  網路雲端路由

薪資
年薪新台幣 100萬起。根據每年年",RADIANT KNIGHT LIMITED_薩摩亞商耀爵有限公司台灣分公司,電腦軟體服務業,1000000,9999999,大學以上,"[{'code': '12001001007', 'description': 'Linux'}, {'code': '12001003008', 'description': 'C'}, {'code': '12001003010', 'description': 'C++'}]",13,https://www.104.com.tw/job/78u4b
759,20260309,[SW-704] 雲端工程師 (Cloud),"Python / Ruby / Perl...)
- 瞭解 Distribution System、Load Balancing 及 High Availability

薪資將依個人學歷、經歷及專業能力做為核薪依據",虹堡科技股份有限公司,電腦及其週邊設備製造業,40000,55000,專科以上,"[{'code': '12001001007', 'description': 'Linux'}, {'code': '12001005023', 'description': 'AWS'}]",5,https://www.104.com.tw/job/6xy75
763,20260310,SL [北士科] 跨國軟體科技公司-DevOps Lead (年薪2M內，熟AWS/團隊管理經驗),"計、系統架構規劃、雲服務（如AWS、Azure、GCP）、容器化技術(K8s、Docker)和基礎自動化工具(Terraform、Ansible)
2、具備Linux系統管理、程式開發（如Python、Go、Shell）、版本控管（Git）及安全控",新加坡商立可人事顧問有限公司台灣分公司,人力仲介代徵,1500000,2000000,大學以上,[],6,https://www.104.com.tw/job/7zt3j
765,20260310,Quantitative Researcher,"related experience.
•	Programming skill in Python is a must.
•	Proficient in researching AI algorithm trading strategies is",威旭資訊股份有限公司,電腦軟體服務業,1000000,2200000,大學以上,"[{'code': '12001003010', 'description': 'C++'}, {'code': '12001003045', 'description': 'Python'}, {'code': '12001003078', 'description': 'R'}]",22,https://www.104.com.tw/job/5tut4
770,20260311,3D綁定動畫師,"能與導演、前製團隊溝通，依照電影或電視之分鏡腳本，製作模型綁定。
2、熟3D虛擬角色之動作表演，依需求製作綁定規格。
3、熟悉MAYA、Blender綁定製作。 
4、會寫MAYA、Blender python尤佳。
5、如能跨MAYA、",冉色斯動畫股份有限公司,多媒體傳播相關業,32000,40000,大學,"[{'code': '12002001019', 'description': 'MAYA'}, {'code': '12002001039', 'description': 'Blender'}]",3,https://www.104.com.tw/job/7f6ll
771,20260310,C#開發工程師,"1.負責WndowsForm程式維護及需求開發
2.3年以上C#及WndowsForm 開發經驗
3.熟悉MS SQL、StoredProcedure開發
4.能使用Python語言產生Excel報表
5.具證券金融商品知識、風控系統經驗尤佳
6",華南永昌綜合證券股份有限公司,證券及期貨業,40000,55000,專科以上,[],8,https://www.104.com.tw/job/8hweg
772,20260309,數據應用工程師,"Bigquery 進階用法，能做有效之高端應用。
2.具備基礎 Python 開發能力。

【加分條件】
1. 提案與簡報技巧、清晰邏輯思考與表達能力。
2. 具備 GA4 Bigquery等源資料 (Raw Data) 萃取/清理經驗者佳。
3. 具備",聯經數位股份有限公司,電腦系統整合服務業,40000,55000,大學以上,[],0,https://www.104.com.tw/job/8nf2t
775,20260311,機器人系統工程師(FAE),"歐美／日本／韓國）出差；約 70% 工時於海外現場。年薪含駐外津貼。
必要條件
•	大學以上學歷，機器人、資訊工程、電機／電子、機械、自動化等相關科系。
•	熟悉 Python，能撰寫基本工具／資料處理腳本。
•	具備線性代數與座標系概念，能理解並",大力視自動化有限公司,其他相關製造業,1000000,1400000,大學以上,"[{'code': '12001003045', 'description': 'Python'}, {'code': '12004001027', 'description': 'PLC'}]",21,https://www.104.com.tw/job/83v28
776,20260311,慣性導航工程師【近捷運站】,"and test
3. digital logic coding and design mapping
4. 其他主管交辦事項

【經歷與專長要求】
1. 資訊工程相關、航太工程相關、電機電子工程相關科系畢業者
2. 擅長工具 C++、Python、",景傳光電股份有限公司,半導體製造業,40000,55000,專科以上,"[{'code': '12001003010', 'description': 'C++'}, {'code': '12001003045', 'description': 'Python'}, {'code': '12004001017', 'description': 'FPGA'}, {'code': '12004001037', 'description': 'Verilog'}]",2,https://www.104.com.tw/job/8pnwm
777,20260309,D4000 資料工程師(湖倉平台),"背景，能運用 Java、Python 與 Docker 容器化技術將數據基礎設施進行管理、自動化及往主流數據技術推進。

【工作內容】
1. 數據處理系統開發與現代化重構
● 盤點、分析既有數據排程與批次處理系統，進行系統性的重構，提升程式碼品質、",富邦媒體科技股份有限公司(富邦momo),百貨相關業,40000,55000,大學以上,[],7,https://www.104.com.tw/job/8y67g
778,20260311,Computer/Machine Vision Algorithms Engineer,"mathematics, physics, or equivalent
2. Strong programming skills in C/C++ and python (to be tested during interview)
3. Strong",鴻華國際科技股份有限公司,其他電子零組件相關業,40000,55000,大學以上,[],4,https://www.104.com.tw/job/6o1zo
780,20260311,"資料科學工程師 (Data Engineer) -- 資料科學實驗室 (數數發中心,DDT)_I00018190","[工作內容]
職務包含但不限於以下內容
- 基於 Python 語言之產品開發，推廣及後續維護
- Docker/Kubernetes 相關技術應用研發
- 雲端技術應用及研究
- 創新資料科學工程架構研究及開發
- 大數據專案開發實作",國泰金控_國泰金融控股股份有限公司,金融控股業,40000,55000,學歷不均,[],17,https://www.104.com.tw/job/8hztb
781,20260204,AI Software Engineer 人工智慧軟體工程師 (台北),"1. 工作內容的優勢是可以實作最新AI技術
2. 需會寫 Python 程式
3. 英文需有中等以上程度
4. 需對人工智慧有高度興趣
5. 最新 AI 演算法 Web Service 撰寫
6. 最新 AI 演算法 SDK 撰寫
7. 最新",立達軟體科技股份有限公司,電腦軟體服務業,1000000,2000000,大學以上,"[{'code': '12001003045', 'description': 'Python'}, {'code': '12001008003', 'description': 'Excel'}, {'code': '12001008012', 'description': 'PowerPoint'}, {'code': '12001008016', 'description': 'Word'}]",29,https://www.104.com.tw/job/81c2t
786,20260310,資訊部後端工程師,"工作內容:
1.	開發和維護醫療資訊系統。
2.	與使用單位溝通並設計資訊流程。
3.	協助系統測試。
4.	協助處理線上使用者問題。
5.	配合醫院輪值班

任職需求：
1.	熟悉至少一種後端語言，如C#, Python, Node.js等。",醫療財團法人辜公亮基金會和信治癌中心醫院,醫院,38000,60000,大學以上,"[{'code': '12001008003', 'description': 'Excel'}, {'code': '12001008011', 'description': 'Outlook'}, {'code': '12001008012', 'description': 'PowerPoint'}, {'code': '12001008016', 'description': 'Word'}]",4,https://www.104.com.tw/job/830wa
788,20260309,1. AI資安工程師,"料分析基礎，曾有 AI 開發工作經驗者，或修過生成式 AI、深度學習、機器學習、最佳化理論、搜尋演算法等科目佳
3. 熟悉 Python 或其他 AI 開發語言
4. 機械、工業控制領域相關背景
5. 資安證照(如 CEH、CISSP)

上述技能",易勝資訊股份有限公司,電腦軟體服務業,40000,55000,大學以上,"[{'code': '12001003045', 'description': 'Python'}, {'code': '12001003086', 'description': 'PyTorch'}, {'code': '12001003087', 'description': 'tensorflow'}, {'code': '12001004018', 'description': 'ETL'}, {'code': '12001003094', 'description': 'IoT'}, {'code': '12001003097', 'description': 'LLM'}, {'code': '12001003088', 'description': 'NLP'}, {'code': '12001003092', 'description': 'MLOPs'}]",6,https://www.104.com.tw/job/8y4ol
789,20260309,(NR11- ) BSP/SoC 軟體工程師/高級工程師--網路通訊事業群,"讀並理解基礎電路圖
4. 對於 Shell 或Python 腳本程式有經驗
5. 具備 Git、Docker 使用經驗
6. 具備 SoC 相關產品軟體設計經驗尤佳
7. 具備 OpenWrt 開發經驗尤佳",新漢股份有限公司,電腦及其週邊設備製造業,40000,55000,大學以上,"[{'code': '12001001007', 'description': 'Linux'}, {'code': '12001003008', 'description': 'C'}, {'code': '12001001020', 'description': 'Shell'}]",5,https://www.104.com.tw/job/6yjbl
790,20260306,I107 資料分析/數據工程師(可遠端工作),"B. ML/DL建模：
1.具備ML/DL/AI實務經驗
2.熟悉Python 與相關機器學習框架及套件 (如：TensorFlow、PyTorch、Scikit-learn、Pandas、NumPy等)
3.熟悉常見的機器學習與深度學習演算法",台灣大哥大股份有限公司,電信相關業,40000,55000,學歷不均,"[{'code': '12001003045', 'description': 'Python'}, {'code': '12001004018', 'description': 'ETL'}, {'code': '12001006043', 'description': 'Django'}, {'code': '12001011012', 'description': 'Power BI\u200b'}]",29,https://www.104.com.tw/job/7osnc
791,20260310,AI 系統設計師 / Prompt Engineer《技術部》【台北事業處】,"流 LLM 的 API，並具備系統性 Prompt Engineering 方法論
●熟悉 RAG 架構與向量資料庫實務應用
●具備 Python 程式能力，能獨立撰寫自動化腳本與資料處理流程
●中文與英文書寫能力，能將複雜需求轉化為精確的技術指令",千享國際企業股份有限公司,電腦軟體服務業,45000,55000,專科以上,"[{'code': '12001008030', 'description': 'ChatGPT'}, {'code': '12001003099', 'description': 'Prompt'}, {'code': '12001003097', 'description': 'LLM'}, {'code': '12001002018', 'description': 'Git'}]",7,https://www.104.com.tw/job/8ygue
792,20260209,產品經理 - Product Manager,"跟 AI 溝通
使用過 Notion、Postman、Figma、或其他協作工具
有撰寫過使用者文件、專案報告或任何系統說明的經驗
若會 Python/JS 或有任何 side project 可展示，請務必附上
熟悉 SaaS 或 B2B 產品者",巴涼科技股份有限公司,自動控制相關業,45000,90000,高中以上,[],8,https://www.104.com.tw/job/816zi
793,20260225,全端工程師 (Fullstack Engineer),"【必備條件】
  •  熟悉 Vue.js / React / Angular 其中一種前端框架
  •  熟悉 Node.js / Python / Java / Go 其中一種後端框架與語言
  •  熟悉 RESTful API /",熊有誠足股份有限公司,電腦軟體服務業,40000,55000,專科以上,[],7,https://www.104.com.tw/job/8tee7
794,20260309,LLT7-Global Manufacturing AI/ML Engineer,"Python and familiarity with machine learning frameworks.
•	Understanding of AI model development lifecycle including",緯穎科技服務股份有限公司,電腦及其週邊設備製造業,40000,55000,大學以上,"[{'code': '12001003045', 'description': 'Python'}]",31,https://www.104.com.tw/job/8xjg3
795,20251110,[ JAVA  ]  Senior Data Engineer 資料工程師   #Data & AI  #ACT年度敏捷組織,"Python & Java）
- 熟悉 Spring Boot 框架。
- 熟悉至少一種 SQL 與NoSQL 資料庫的運用，例如 MySQL、PostgreSQL、Mongo 任一種。
- 具有分散式運算的相關知識，例如 Spark、Hadoop、Hive",炬識科技股份有限公司,電腦軟體服務業,40000,55000,大學以上,"[{'code': '12001003025', 'description': 'Java'}, {'code': '12001003053', 'description': 'Spring'}, {'code': '12001004018', 'description': 'ETL'}, {'code': '12001004031', 'description': 'MS SQL'}, {'code': '12001005022', 'description': 'hadoop'}]",1,https://www.104.com.tw/job/76ixr
